huggingface_ID,parameters (B),open_llm_average,IFEval,BBH,MATH,GPQA,MUSR,MMLU-Pro,dataset,seed,final_layer_matrix_rank,final_layer_DSE,final_layer_VNE,matrix_rank_arr,DSE_arr,VNE_arr
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,imdb,2,667,3.8436813354492188,4.150054931640625,"[355 667 667 667 667 454 497 521 542 554 579 599 619 634 641 646 649 655
 658 661 661 662 663 663 665 666 666 666 667 667 667 667 667 667 667 667
 667 667 667 667 667 667 667 667 667 667 667 667 667]","[5.6952744 4.491002  4.2076163 4.4200945 4.577967  4.8420863 5.01517
 5.1130934 5.0928574 5.04313   5.036743  4.7546625 4.8245277 4.989759
 5.0737486 5.201273  5.175191  5.2512846 5.2938714 5.28564   5.2118435
 5.2311335 5.1269045 5.163725  5.0437536 4.9080276 4.935804  4.9331093
 4.9976106 4.840467  4.848389  4.8003855 4.6514835 4.7322383 4.732444
 4.6393213 4.6670322 4.4644833 4.371963  4.326934  4.1956005 3.963602
 3.8835378 3.8533983 3.7421067 3.6972942 3.604599  3.1343112 3.8436813]","[7.3846717 5.3878827 4.961826  5.2557173 5.471685  5.852721  6.114884
 6.2602296 6.2191405 6.1369214 6.1255703 5.6942196 5.7794623 6.020942
 6.1403713 6.335836  6.2793674 6.393813  6.4572673 6.4435525 6.3314714
 6.3559604 6.196222  6.246802  6.062508  5.864611  5.90989   5.9072804
 6.0043664 5.7746825 5.7813277 5.7151566 5.502544  5.6287403 5.6320443
 5.500493  5.5385976 5.2470136 5.1116185 5.0474195 4.8646307 4.5356574
 4.425858  4.37337   4.2221327 4.1555886 4.044128  3.4304209 4.150055 ]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,squad,2,645,3.9118056297302246,4.220005989074707,"[102 361 354 396 432 148 158 173 188 200 222 251 276 301 322 338 348 367
 389 422 445 478 496 514 526 545 565 574 581 583 588 589 589 592 594 597
 606 612 623 626 632 637 641 643 644 645 645 645 645]","[4.7665706 3.5377352 3.3121219 3.4952545 3.6100616 3.7623692 3.8981862
 3.9591088 3.8689575 3.8483741 3.8476274 3.7194777 3.8288937 3.9654315
 3.9763973 4.216364  4.1644    4.2750363 4.356484  4.4315414 4.451493
 4.4678993 4.4905715 4.5030174 4.402838  4.308526  4.3737836 4.378383
 4.452634  4.30215   4.408485  4.3579717 4.197521  4.1840754 4.295612
 4.0624657 4.0614944 4.1359544 4.0128098 3.8791769 3.865446  3.7382364
 3.7074695 3.724513  3.6951692 3.6894515 3.6014621 2.922267  3.9118056]","[6.036609  4.1651363 3.8377151 4.088843  4.234944  4.433975  4.6033936
 4.674106  4.532469  4.499765  4.4874268 4.2873087 4.427067  4.610743
 4.611101  4.9351163 4.837408  4.9880075 5.087654  5.185242  5.208651
 5.2264724 5.2461057 5.260414  5.120782  4.9913    5.092805  5.095371
 5.1925106 4.979851  5.130569  5.0567894 4.82727   4.8127017 4.963377
 4.646345  4.6407337 4.7569118 4.578844  4.383516  4.3504024 4.164574
 4.102662  4.1025424 4.083694  4.0790677 4.0095057 3.160082  4.220006 ]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,wikipedia,3,840,3.898425817489624,4.266074180603027,"[256 811 810 832 839 302 332 360 389 415 453 494 550 586 604 628 631 643
 661 689 707 725 740 747 748 762 781 797 813 816 822 827 828 832 834 837
 838 838 840 840 840 840 840 840 840 840 840 840 840]","[5.066185  3.7879102 3.5286171 3.792233  3.9412723 4.19514   4.4113517
 4.5449033 4.529534  4.5359964 4.6174116 4.5581646 4.751678  4.8903766
 4.9433064 5.0783916 5.0039515 5.0478306 5.0935163 5.102147  5.090785
 5.0557327 5.035027  4.963238  4.8401065 4.6833453 4.800245  4.808781
 4.863288  4.696439  4.74161   4.6519084 4.5016437 4.5478506 4.5402083
 4.3075876 4.2949133 4.2472405 4.1836963 4.190161  4.1619167 4.0612197
 4.033686  4.056976  4.0455327 3.9478917 3.8373985 3.1350415 3.8984258]","[6.434249  4.376236  4.013444  4.350893  4.538248  4.8763537 5.1802006
 5.3765607 5.3417234 5.3497505 5.4619384 5.369824  5.632369  5.830942
 5.903453  6.103596  5.9702997 6.0365987 6.0980954 6.1036444 6.088663
 6.0355    5.9988537 5.8876266 5.710207  5.489384  5.6563387 5.6726627
 5.7516165 5.508794  5.5647926 5.441609  5.2328424 5.3031464 5.2955537
 4.983153  4.972885  4.9129176 4.8225317 4.825194  4.7621665 4.6004405
 4.5611124 4.5908313 4.595171  4.468683  4.349636  3.4528358 4.266074 ]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,pubmed,3,655,3.430276870727539,3.6851212978363037,"[399 655 655 655 655 476 511 525 546 559 589 615 633 641 644 647 650 653
 655 655 655 655 655 655 655 655 655 655 655 655 655 655 655 655 655 655
 655 655 655 655 655 655 655 655 655 655 655 655 655]","[5.854082  4.57609   4.2190137 4.3866625 4.5768566 4.799498  4.974419
 5.000496  5.038671  5.036439  5.0484343 4.8722544 4.902271  4.9864817
 4.996625  5.1146636 5.1352005 5.189934  5.1747284 5.224189  5.164076
 5.116725  5.0666933 5.021022  4.8908243 4.765242  4.84071   4.8421936
 4.8757067 4.6958427 4.654893  4.608853  4.4850373 4.5085616 4.505828
 4.42845   4.428623  4.313493  4.233733  4.1802382 4.0634527 3.88876
 3.8006592 3.7769854 3.667065  3.5847037 3.434788  2.9463851 3.4302769]","[7.6381855 5.498917  4.9704213 5.197058  5.4590354 5.7778683 6.0415964
 6.0741634 6.1207    6.109538  6.127207  5.848902  5.8840284 6.0143776
 6.0239553 6.202159  6.2136774 6.2984414 6.2765265 6.3500004 6.2617674
 6.1898727 6.1109586 6.0398026 5.8442326 5.6601925 5.770722  5.7748623
 5.822114  5.55809   5.4950104 5.4305196 5.2598248 5.2999516 5.298805
 5.19527   5.198702  5.038002  4.9248834 4.851205  4.687613  4.4435196
 4.3292456 4.29746   4.1549525 4.047374  3.8594494 3.2322745 3.6851213]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,imdb,3,637,3.6399195194244385,3.9120590686798096,"[336 637 637 637 637 421 461 484 501 515 542 563 583 597 604 609 612 618
 623 627 630 631 633 634 634 635 635 635 635 636 636 636 637 637 637 637
 637 637 637 637 637 637 637 637 637 637 637 637 637]","[5.6683936 4.5231566 4.245554  4.451972  4.58823   4.7947083 4.95876
 5.03725   5.0096197 4.973173  4.980922  4.776467  4.8004293 4.93856
 4.994701  5.1405835 5.106764  5.117197  5.181893  5.1531878 5.075086
 5.0935926 5.0132723 5.061415  4.9109697 4.7477417 4.762759  4.723049
 4.79858   4.646175  4.6366005 4.586024  4.4687386 4.5442896 4.5690413
 4.490138  4.5572624 4.36457   4.255119  4.20532   4.0728955 3.8060694
 3.7255564 3.670675  3.5667346 3.5015776 3.4179766 2.995589  3.6399195]","[7.352978  5.4534187 5.0304956 5.3154945 5.501992  5.79754   6.0414147
 6.159084  6.105461  6.0474744 6.0585184 5.7420077 5.761725  5.959585
 6.035264  6.25711   6.189194  6.2018948 6.294834  6.248039  6.1297684
 6.152466  6.029861  6.094797  5.8689184 5.634628  5.6573324 5.599572
 5.710817  5.4890056 5.4710307 5.403139  5.240254  5.354056  5.391947
 5.2858834 5.378625  5.107163  4.951207  4.8847885 4.7089663 4.3458214
 4.240191  4.1664715 4.030416  3.9415674 3.8369374 3.2891917 3.912059 ]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,squad,3,640,4.017606258392334,4.325454235076904,"[208 559 548 584 621 295 316 332 345 355 375 401 424 456 487 509 520 538
 561 587 608 629 633 637 638 639 640 640 640 640 640 640 640 640 640 640
 640 640 640 640 640 640 640 640 640 640 640 640 640]","[5.2892327 4.111076  3.8241622 4.024097  4.1754227 4.3767457 4.5310335
 4.58569   4.511369  4.474097  4.504619  4.3306656 4.4589458 4.5963535
 4.6412616 4.8533244 4.8137026 4.9032826 4.9595103 5.017602  5.0355926
 5.043254  5.037011  5.0169497 4.860643  4.8156834 4.8538494 4.8412967
 4.894851  4.739145  4.7515225 4.6214275 4.462552  4.4787893 4.5574627
 4.3572254 4.427827  4.4229894 4.2863874 4.138269  4.069586  3.8996406
 3.843245  3.8349428 3.7591612 3.7627022 3.6777697 3.178175  4.0176063]","[6.8062334 4.9107847 4.4863806 4.7605934 4.959089  5.237464  5.4501405
 5.517583  5.3962803 5.334341  5.370503  5.0935793 5.2634845 5.455818
 5.5126104 5.8165374 5.7358828 5.8648076 5.939782  6.016827  6.0424647
 6.0539794 6.0394235 6.009609  5.779599  5.7126627 5.7774606 5.7601395
 5.8343577 5.6066346 5.6175103 5.4335856 5.206432  5.2355103 5.3325834
 5.0585866 5.147796  5.1375203 4.941952  4.7311573 4.636014  4.400709
 4.3264265 4.314434  4.222598  4.2261066 4.1324987 3.4813752 4.325454 ]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,wikipedia,4,661,3.834763526916504,4.171539783477783,"[311 660 661 661 661 425 471 496 523 534 566 593 616 629 633 641 644 648
 650 654 658 658 659 660 660 661 661 661 661 661 661 661 661 661 661 661
 661 661 661 661 661 661 661 661 661 661 661 661 661]","[5.511204  4.2475233 3.960156  4.1865463 4.3622885 4.6173615 4.823082
 4.892294  4.8789606 4.847308  4.8821735 4.7444754 4.800058  4.891844
 4.9509597 5.0986543 5.059009  5.096385  5.1349177 5.1644354 5.1256537
 5.1343713 5.0446343 5.09078   4.9296184 4.776147  4.8390045 4.838687
 4.903161  4.72308   4.751916  4.7291336 4.563546  4.6219835 4.597736
 4.4878645 4.468564  4.3037586 4.232889  4.1533246 4.0510063 3.841599
 3.79245   3.8111763 3.7274926 3.6380572 3.552583  3.0130174 3.8347635]","[7.121201  5.038953  4.6161404 4.918086  5.1556563 5.5153475 5.8168674
 5.9156075 5.8886933 5.8420067 5.892975  5.6760726 5.744816  5.880543
 5.9631243 6.182165  6.103768  6.1588106 6.2137446 6.2534633 6.1946464
 6.2054195 6.067832  6.134329  5.891844  5.6699343 5.764626  5.7666206
 5.861978  5.5988607 5.6365614 5.6075683 5.375779  5.468031  5.435728
 5.2841935 5.257066  5.023573  4.924234  4.81525   4.6670938 4.3692975
 4.3012943 4.3247123 4.222388  4.110121  4.011995  3.3172367 4.17154  ]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,pubmed,4,705,3.614089250564575,3.8938984870910645,"[429 705 705 705 705 501 535 558 585 600 632 659 679 689 693 697 699 702
 703 704 705 705 705 705 705 705 705 705 705 705 705 705 705 705 705 705
 705 705 705 705 705 705 705 705 705 705 705 705 705]","[5.954768  4.625465  4.2886353 4.467975  4.6092367 4.8455434 5.024583
 5.100314  5.1222963 5.120491  5.1412044 4.9442563 4.974669  5.082126
 5.1132727 5.242276  5.249224  5.291738  5.272624  5.3161817 5.228309
 5.181241  5.139678  5.1351457 4.999255  4.8697376 4.9230204 4.9265423
 4.9581285 4.807839  4.7905154 4.734259  4.611039  4.6470494 4.6283703
 4.5440493 4.541796  4.4320836 4.335977  4.2821836 4.1813197 4.0245023
 3.9525146 3.9364893 3.8195493 3.7546806 3.6008766 3.1062827 3.6140893]","[7.7891088 5.566097  5.0633388 5.3053093 5.497066  5.838014  6.1066794
 6.2181273 6.2430234 6.2295094 6.25943   5.9531837 5.9900107 6.153257
 6.191585  6.388019  6.380143  6.448196  6.416246  6.480324  6.348329
 6.2759275 6.2089057 6.196154  5.991316  5.8007855 5.881683  5.889202
 5.93393   5.711046  5.6815543 5.6009216 5.430572  5.4878483 5.463976
 5.3502793 5.3500447 5.1963444 5.0602374 4.9852886 4.839366  4.6120663
 4.511927  4.486928  4.334662  4.251302  4.0594363 3.421362  3.8938985]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,imdb,4,961,3.9019722938537598,4.1772565841674805,"[474 961 961 961 961 612 678 715 749 768 806 839 871 892 901 910 918 926
 933 944 946 948 950 951 952 955 958 959 959 960 961 961 961 961 961 961
 961 961 961 961 961 961 961 961 961 961 961 961 961]","[5.8683233 4.618908  4.3164215 4.525106  4.702217  4.958987  5.138227
 5.2086325 5.1950245 5.13868   5.1457624 4.886388  4.947152  5.103137
 5.1737347 5.3150144 5.302284  5.401083  5.4400997 5.4269648 5.3620977
 5.3646283 5.279813  5.2963767 5.166415  4.9865274 4.9939246 4.9568653
 5.0475082 4.9211264 4.9005365 4.8362846 4.719241  4.7982697 4.7905693
 4.674509  4.7159815 4.5026135 4.4034157 4.3420825 4.217302  3.9914184
 3.9116035 3.8799286 3.7499676 3.6890512 3.607721  3.1467652 3.9019723]","[7.6306853 5.530701  5.0764637 5.3554745 5.5957727 5.9558454 6.2237544
 6.325339  6.2949805 6.2061872 6.2168536 5.8239355 5.8971596 6.1243935
 6.2207603 6.4283705 6.3899064 6.5326033 6.588477  6.565837  6.4693165
 6.467338  6.33935   6.359183  6.1626825 5.904062  5.916897  5.8663464
 5.9957004 5.8158703 5.784275  5.6952286 5.534815  5.6552124 5.6446633
 5.486395  5.544396  5.2460155 5.1082864 5.0261936 4.8566093 4.5430303
 4.433894  4.3860493 4.2182884 4.1391773 4.043129  3.445099  4.1772566]"
Qwen/Qwen2.5-14B-Instruct-1M,14.0,41.56,84.14,45.66,53.02,12.42,11.35,42.77,squad,4,816,4.650036811828613,5.236809253692627,"[123 413 411 458 509 182 198 211 223 235 257 291 320 351 377 395 408 428
 454 486 520 564 592 616 636 665 699 714 725 727 737 739 742 749 752 759
 770 779 792 798 807 812 814 816 816 816 816 816 816]","[4.82964   3.5282543 3.3140063 3.5450187 3.672721  3.846688  4.0162234
 4.076612  4.0315247 4.063143  4.0656023 3.9405694 4.0352645 4.1639347
 4.1918573 4.3910317 4.3763227 4.4603515 4.5313473 4.6268353 4.6849937
 4.7121754 4.731509  4.7333307 4.6235332 4.520734  4.574545  4.5875216
 4.664829  4.5179725 4.6284676 4.61157   4.519515  4.47552   4.563876
 4.381081  4.3257327 4.48589   4.4398365 4.3317122 4.3422394 4.266235
 4.251829  4.3348937 4.3690004 4.416425  4.4110084 3.7328577 4.650037 ]","[6.108137  4.0963616 3.796523  4.110018  4.2760677 4.5016184 4.72987
 4.8019633 4.727732  4.766142  4.7548065 4.570178  4.7038856 4.8764057
 4.904339  5.173412  5.1245723 5.231819  5.3199635 5.440884  5.5148606
 5.54736   5.5614066 5.562035  5.403052  5.2558107 5.339651  5.352757
 5.456115  5.238378  5.3979025 5.362293  5.2175417 5.1638045 5.293944
 5.0357094 4.958573  5.2003813 5.127355  4.953403  4.953614  4.828722
 4.789347  4.8759136 4.954845  5.0174556 5.0459948 4.112332  5.2368093]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,wikipedia,0,708,3.7256999015808105,4.023152828216553,"[292 706 707 708 708 420 465 491 513 529 568 600 625 642 650 658 661 670
 680 688 695 699 703 705 706 707 708 708 708 708 708 708 708 708 708 708
 708 708 708 708 708 708 708 708 708 708 708 708 708]","[5.4014707 4.195093  3.8774734 4.1011252 4.248767  4.455523  4.652717
 4.75095   4.749358  4.7839937 4.87195   4.789094  4.870257  4.993771
 5.045274  5.2184844 5.170596  5.212814  5.2501583 5.243601  5.2258563
 5.2056885 5.1607733 5.171606  4.9875875 4.841948  4.911058  4.9384813
 4.990637  4.808676  4.8229713 4.7536383 4.603277  4.639985  4.6499386
 4.488035  4.517094  4.417631  4.329778  4.2758665 4.1696734 3.9705324
 3.9306166 3.951914  3.9150429 3.8312104 3.7434537 3.1195917 3.7257   ]","[6.941566  4.969005  4.503572  4.800277  4.995815  5.2798166 5.562478
 5.7060065 5.693658  5.7404494 5.8748407 5.7435536 5.8466535 6.02006
 6.0924006 6.3602014 6.262165  6.330588  6.384323  6.3661976 6.338626
 6.30211   6.2297077 6.23813   5.9594383 5.7536592 5.8577538 5.9001236
 5.976125  5.70174   5.715324  5.6214848 5.410963  5.4701147 5.488957
 5.269636  5.313516  5.1764917 5.0517263 4.9770336 4.827006  4.5426598
 4.4827375 4.500925  4.4515104 4.3361278 4.2414536 3.4334621 4.023153 ]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,pubmed,0,577,3.218369722366333,3.423940420150757,"[324 577 577 577 577 418 444 459 479 490 514 541 558 566 571 574 575 576
 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577 577
 577 577 577 577 577 577 577 577 577 577 577 577 577]","[5.6793013 4.4697275 4.1153    4.280224  4.42024   4.6002207 4.7627087
 4.8250337 4.850857  4.862705  4.9006915 4.701328  4.720651  4.82063
 4.883202  5.0409207 5.0553865 5.105603  5.1100664 5.1384835 5.0515547
 5.021155  5.000652  4.9735336 4.854479  4.753981  4.7595377 4.7804155
 4.796329  4.656114  4.5944376 4.522009  4.3906713 4.43356   4.4359603
 4.331167  4.3472    4.214952  4.102185  4.0399084 3.931569  3.7504141
 3.6635184 3.6360922 3.5159645 3.4372594 3.2886581 2.8338077 3.2183697]","[7.38403   5.3842964 4.854834  5.0775504 5.266531  5.5187616 5.761266
 5.8524795 5.8845267 5.8958945 5.9520597 5.6537666 5.6753373 5.820045
 5.904522  6.1374536 6.1430683 6.21758   6.223516  6.2652373 6.1343317
 6.085088  6.048896  6.0047126 5.8241796 5.675011  5.688135  5.721924
 5.744345  5.5342617 5.440697  5.3372316 5.154104  5.219691  5.223483
 5.0795093 5.1033554 4.9189987 4.760643  4.67599   4.5267663 4.2771835
 4.1643357 4.1282043 3.9730685 3.8713777 3.6839364 3.1018102 3.4239404]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,imdb,0,557,3.626535415649414,3.9215755462646484,"[291 555 554 556 557 369 403 420 438 448 469 486 501 508 516 521 524 530
 535 541 542 546 548 551 553 554 555 555 556 556 557 557 557 557 557 557
 557 557 557 557 557 557 557 557 557 557 557 557 557]","[5.518817  4.413496  4.1027346 4.2893643 4.4554224 4.6373024 4.783574
 4.863597  4.8680744 4.8314886 4.832412  4.6091814 4.680349  4.824931
 4.924904  5.072701  5.059954  5.119554  5.1683826 5.1203933 5.0579014
 5.0760317 5.0355577 5.0763273 4.942581  4.767762  4.7905574 4.798591
 4.871662  4.7495995 4.7325416 4.668351  4.5373516 4.5890527 4.600009
 4.5113215 4.5508423 4.358455  4.254187  4.199206  4.0566063 3.797289
 3.71699   3.6923919 3.5982594 3.550497  3.4949024 3.0161922 3.6265354]","[7.136107  5.31788   4.848854  5.106807  5.337647  5.5979943 5.8183475
 5.9377284 5.9342117 5.870664  5.8673673 5.523705  5.6182895 5.826884
 5.969973  6.1949177 6.158478  6.24648   6.3192997 6.2418957 6.1482625
 6.1699886 6.105993  6.1635118 5.9572005 5.704492  5.739746  5.752548
 5.861564  5.6817074 5.649648  5.558127  5.3728604 5.4530334 5.469922
 5.3488293 5.4032955 5.129902  4.9804654 4.904893  4.7093277 4.3496976
 4.243457  4.2074304 4.0829015 4.013049  3.9419968 3.3188016 3.9215755]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,squad,0,829,4.811779022216797,5.45024299621582,"[175 495 490 517 555 253 261 270 278 285 299 317 337 361 390 412 430 458
 489 522 559 593 617 620 640 667 719 748 770 784 804 811 815 821 825 829
 829 829 829 829 829 829 829 829 829 829 829 829 829]","[5.2354035 4.037876  3.7341557 3.8895    4.061423  4.265699  4.430869
 4.4474587 4.411377  4.4015274 4.4247713 4.2840757 4.339689  4.43964
 4.420722  4.5605264 4.602008  4.7430663 4.8051147 4.9236846 4.9256887
 4.9564505 4.9968905 5.003036  4.903934  4.9001493 4.8905125 4.9053087
 5.0039144 4.9173045 4.9413843 4.8570933 4.699249  4.687409  4.8197303
 4.626502  4.6819925 4.7684355 4.6911926 4.5544915 4.4984746 4.388801
 4.3500795 4.370119  4.3722897 4.4037333 4.311697  3.924491  4.811779 ]","[6.7281075 4.826903  4.3748713 4.5838165 4.8194084 5.105553  5.332546
 5.3452234 5.285069  5.2578154 5.294555  5.084849  5.1662154 5.3062215
 5.2629337 5.4494977 5.4887614 5.673939  5.7495546 5.899152  5.876846
 5.913493  5.9526157 5.942501  5.8059564 5.790243  5.796797  5.816538
 5.9507513 5.821521  5.8596625 5.7394037 5.5168815 5.507139  5.690365
 5.4115567 5.4829144 5.619993  5.508947  5.306618  5.2277217 5.073541
 5.014736  5.045477  5.0607495 5.097224  4.9798408 4.4030056 5.450243 ]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,wikipedia,1,659,3.5378642082214355,3.7489304542541504,"[300 658 659 659 659 309 330 350 373 388 425 456 496 514 526 541 537 545
 558 572 581 587 594 599 598 608 622 634 649 652 655 656 658 659 659 659
 659 659 659 659 659 659 659 659 659 659 659 659 659]","[5.4747334 4.358493  4.0260115 4.2299657 4.370041  4.5736966 4.7417393
 4.7849026 4.7489266 4.7117662 4.7602096 4.646119  4.732338  4.85638
 4.9377036 5.096568  5.0670047 5.1421094 5.183915  5.163055  5.163281
 5.1645284 5.122778  5.0471616 4.873384  4.7015023 4.7781177 4.7878156
 4.8754005 4.706463  4.7020416 4.6104856 4.4083605 4.4530725 4.4605026
 4.2716928 4.256031  4.069677  3.9318624 3.8555155 3.731789  3.5456061
 3.5042195 3.5240889 3.4576597 3.389945  3.2811203 2.8064642 3.5378642]","[7.080366  5.2279906 4.729472  5.0017977 5.1872644 5.47384   5.717391
 5.780545  5.714973  5.658555  5.7316985 5.5467114 5.651922  5.834347
 5.949878  6.189944  6.1243815 6.2366323 6.2973485 6.26147   6.2610874
 6.2589655 6.191321  6.0759425 5.81186   5.5652347 5.676174  5.6914263
 5.819216  5.568865  5.557474  5.4301376 5.145089  5.216242  5.2299175
 4.9735665 4.955643  4.6989384 4.5104766 4.406611  4.2330437 3.9659722
 3.9030023 3.9160757 3.8336673 3.7454321 3.626818  3.0376048 3.7489305]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,pubmed,1,691,3.5965540409088135,3.8670010566711426,"[386 691 691 691 691 497 528 549 572 588 620 650 668 677 682 684 686 687
 688 689 690 691 691 691 691 691 691 691 691 691 691 691 691 691 691 691
 691 691 691 691 691 691 691 691 691 691 691 691 691]","[5.807268  4.576537  4.230357  4.4022894 4.529078  4.7422695 4.9188166
 4.9853387 5.0348506 5.0316224 5.0662007 4.90801   4.9580755 5.0378103
 5.0739326 5.209429  5.2416496 5.2811794 5.2786036 5.304088  5.222852
 5.1723356 5.1466684 5.143569  5.014581  4.9129353 4.9434986 4.9555926
 4.9871244 4.8255925 4.7541647 4.706763  4.589403  4.613673  4.6299257
 4.498754  4.499353  4.4060984 4.3064337 4.25574   4.174547  4.024505
 3.9622118 3.9452522 3.8669248 3.7942402 3.644127  3.1570559 3.596554 ]","[7.565303  5.5034966 4.9875393 5.220135  5.391114  5.6941643 5.957259
 6.05394   6.119738  6.104108  6.1527667 5.9066815 5.9739733 6.094858
 6.141463  6.3446956 6.3738365 6.4339466 6.429916  6.4653764 6.3441296
 6.265315  6.2224903 6.213052  6.020398  5.8712044 5.918597  5.9377356
 5.982688  5.7411065 5.633068  5.5648956 5.3995275 5.4402437 5.4636297
 5.288786  5.290636  5.15965   5.020015  4.9497623 4.8345985 4.619742
 4.536876  4.512764  4.4133997 4.3160186 4.126794  3.4899025 3.867001 ]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,imdb,1,568,3.5209617614746094,3.7532317638397217,"[306 568 568 568 568 407 440 458 477 488 512 529 546 553 557 559 561 564
 564 566 566 567 567 567 567 567 567 567 568 568 568 568 568 568 568 568
 568 568 568 568 568 568 568 568 568 568 568 568 568]","[5.551407  4.4375105 4.123214  4.2977314 4.4487667 4.647199  4.8008184
 4.8623285 4.868792  4.858357  4.8818088 4.6455207 4.698822  4.8439612
 4.9163766 5.057308  5.0463743 5.1063113 5.1562834 5.1483884 5.083205
 5.1185446 5.0443516 5.0867953 4.9191704 4.7633305 4.7503085 4.744942
 4.817508  4.6843963 4.6517844 4.6272626 4.4966345 4.5578876 4.552777
 4.4689693 4.5354414 4.3177195 4.2214866 4.1847715 4.020586  3.7701983
 3.696886  3.6599638 3.5502574 3.4773936 3.3955593 2.9615    3.5209618]","[7.170427  5.330921  4.857113  5.0941935 5.2990074 5.579094  5.8077984
 5.89676   5.895951  5.8757305 5.9102006 5.5542097 5.625454  5.8355083
 5.9350963 6.1478004 6.114205  6.2034454 6.2789955 6.264298  6.165802
 6.218395  6.1066375 6.1699996 5.913604  5.6893353 5.67231   5.666617
 5.7733583 5.580245  5.5299788 5.4972534 5.309843  5.4054837 5.3963284
 5.280228  5.371566  5.0593414 4.9178247 4.8673024 4.642588  4.2962923
 4.1983232 4.1463547 4.0027204 3.9032905 3.8028324 3.2448819 3.7532318]"
Qwen/Qwen2.5-14B-Instruct,14.0,41.31,81.58,48.36,54.76,9.62,10.16,43.38,squad,1,848,5.5341596603393555,6.696037292480469,"[287 730 719 743 768 418 445 462 479 493 519 540 557 576 597 613 622 644
 674 703 737 773 794 814 827 842 848 848 848 848 848 848 848 848 848 848
 848 848 848 848 848 848 848 848 848 848 848 848 848]","[5.427922  4.355564  4.010475  4.1670055 4.349522  4.55138   4.7409725
 4.790044  4.7648916 4.7320538 4.7146215 4.578355  4.6223273 4.7419
 4.7400875 4.879057  4.957863  5.0692196 5.1262803 5.2428856 5.30574
 5.322344  5.376962  5.318429  5.2298255 5.2786217 5.260295  5.3074427
 5.430318  5.3529797 5.4039507 5.382945  5.319064  5.316743  5.4376326
 5.342289  5.348766  5.344504  5.26845   5.2030034 5.162359  5.083288
 5.0872426 5.1761694 5.1479588 5.2239747 5.1148252 4.791641  5.5341597]","[6.9958344 5.2252207 4.709989  4.9202533 5.172165  5.459449  5.7358766
 5.79741   5.7489185 5.6875796 5.6582785 5.449562  5.5106115 5.6820145
 5.663655  5.860631  5.953552  6.0980663 6.176269  6.335411  6.412245
 6.43462   6.500607  6.4047294 6.2703586 6.332938  6.323707  6.3935585
 6.579117  6.459408  6.5401535 6.5026026 6.397751  6.4013596 6.5787807
 6.4248343 6.4452877 6.4544964 6.343655  6.2436104 6.1985984 6.090166
 6.093309  6.211956  6.1782265 6.278944  6.1326594 5.619273  6.6960373]"
